CTBP2	2.09405e+06	
FGF7	2.09079e+06	
CALR	2.08154e+06	
GPI	2.08045e+06	
TBP	2.07342e+06	
PSMD3	2.0692e+06	
LCK	2.06045e+06	
NALCN	2.04958e+06	
NRP1	2.03786e+06	
FANCD2	2.03767e+06	
PSMB8	2.02356e+06	
PIK3CD	2.02249e+06	
RPL6	2.01605e+06	
DNM1L	2.01262e+06	
MTA3	2.01229e+06	
COL7A1	2.01132e+06	
PBK	2.0078e+06	
PPP2CA	1.99834e+06	
TICRR	1.98753e+06	
SF3B3	1.9848e+06	
NEDD4L	1.97964e+06	
EEA1	1.97371e+06	
ARNT	1.95524e+06	
RPL8	1.94681e+06	
E2F4	1.9296e+06	
SOS2	1.89831e+06	
GATAD2A	1.89236e+06	
AXIN2	1.88703e+06	
PLCG1	1.88523e+06	
MRTFA	1.88177e+06	
AGRN	1.8758e+06	
AFF1	1.87483e+06	
RPL19	1.85456e+06	
CDC25A	1.85182e+06	
CXCL12	1.84162e+06	
IKZF3	1.83767e+06	
LILRB2	1.83442e+06	
CCNF	1.83206e+06	
OGT	1.8293e+06	
MDM4	1.82501e+06	
RAC1	1.82233e+06	
POLG	1.82012e+06	
CACNA1D	1.8183e+06	
GCLC	1.81772e+06	
EML4	1.81564e+06	
DTL	1.81485e+06	
BAP1	1.81282e+06	
KIF2C	1.81079e+06	
RAD51B	1.80475e+06	
LIFR	1.80128e+06	
JUP	1.8007e+06	
PHC1	1.79666e+06	
RAD18	1.77729e+06	
NRIP1	1.76932e+06	
ANGPT1	1.76367e+06	
CCAR2	1.74691e+06	
RCOR1	1.74428e+06	
IL4R	1.73964e+06	
MARS1	1.73472e+06	
CTTN	1.73144e+06	
CDC7	1.73045e+06	
MAP3K4	1.72879e+06	
CCNK	1.72814e+06	
HMGB1	1.71715e+06	
ITGAV	1.71293e+06	
XAB2	1.71046e+06	
NCAPH	1.70661e+06	
IQGAP3	1.70657e+06	
ASH2L	1.70526e+06	
MFN1	1.69935e+06	
SMC5	1.69481e+06	
PPP2R1B	1.68827e+06	
ATG5	1.68336e+06	
SLAMF1	1.68273e+06	
EZH1	1.68111e+06	
ITGA6	1.68076e+06	
EPS8	1.67778e+06	
MSLN	1.6771e+06	
CPSF6	1.67706e+06	
ORC1	1.67528e+06	
SFPQ	1.6733e+06	
CLTCL1	1.67101e+06	
FBXO4	1.66982e+06	
RPL10	1.66587e+06	
IRF6	1.65571e+06	
CACNA2D1	1.65418e+06	
FBL	1.6481e+06	
ATIC	1.64079e+06	
TNS1	1.63784e+06	
RAC2	1.6339e+06	
WDR33	1.62397e+06	
SUV39H1	1.62327e+06	
BAZ1B	1.61783e+06	
LDB2	1.6096e+06	
RACK1	1.60505e+06	
BABAM2	1.60479e+06	
NCAPD2	1.59484e+06	
ARID4A	1.59304e+06	
COPS4	1.59184e+06	
FCGR3A	1.59105e+06	
SEMA5A	1.58742e+06	
NPC1	1.58548e+06	
ING4	1.56996e+06	
MSR1	1.56135e+06	
GADD45A	1.56092e+06	
RAD51C	1.55948e+06	
AMBRA1	1.55392e+06	
EPHA1	1.55385e+06	
DLGAP5	1.54975e+06	
CAND1	1.53069e+06	
RFC3	1.52591e+06	
DCTN1	1.52511e+06	
POT1	1.52311e+06	
PES1	1.51642e+06	
EIF3E	1.50273e+06	
SCARB1	1.49929e+06	
FGF2	1.49895e+06	
SOX17	1.48988e+06	
KIF4A	1.48102e+06	
TNFRSF8	1.47621e+06	
EPHA4	1.47473e+06	
INSIG1	1.47157e+06	
MCM3AP	1.46949e+06	
TNFSF10	1.46201e+06	
TXNRD1	1.45579e+06	
GART	1.45549e+06	
XRCC4	1.45042e+06	
CBX4	1.44158e+06	
NOP58	1.44003e+06	
PSMD14	1.42435e+06	
CECR2	1.42267e+06	
PABPC1	1.41362e+06	
MYL3	1.41296e+06	
SH3KBP1	1.41166e+06	
DUOX1	1.40764e+06	
CCR2	1.39966e+06	
PSMC4	1.39923e+06	
RIPK1	1.39837e+06	
MED23	1.3893e+06	
SRSF2	1.38717e+06	
STAC	1.38348e+06	
TAF5L	1.38343e+06	
PCNA	1.3808e+06	
TUBGCP2	1.37705e+06	
DHX8	1.37156e+06	
